Wavelength,Log10MeanIntensityRatio
343.3,0.47712125471966244
343.8,0.3010299956639812
344.4,0.3979400086720376
344.9,0.3979400086720376
345.4,0.47712125471966244
346.0,0.3010299956639812
346.5,0.3010299956639812
347.0,0.2218487496163564
347.6,0.3010299956639812
348.1,0.3979400086720376
348.6,0.3010299956639812
349.2,0.3979400086720376
349.7,0.6989700043360187
350.2,0.6989700043360187
350.7,0.6989700043360187
351.3,0.47712125471966244
351.8,0.47712125471966244
352.3,0.7781512503836436
352.9,0.7781512503836436
353.4,0.7781512503836436
353.9,0.7781512503836436
354.5,0.6989700043360187
355.0,0.6989700043360187
355.5,0.6989700043360187
356.1,0.7781512503836436
356.6,0.7781512503836436
357.1,0.7781512503836436
357.7,0.6989700043360187
358.2,0.6989700043360187
358.7,0.6020599913279624
359.3,0.6020599913279624
359.8,0.6020599913279624
360.3,0.6020599913279624
360.8,0.6020599913279624
361.4,0.6020599913279624
361.9,0.6020599913279624
362.4,0.6020599913279624
363.0,0.6020599913279624
363.5,0.6020599913279624
364.0,0.6020599913279624
364.6,0.6020599913279624
365.1,0.6020599913279624
365.6,0.6020599913279624
366.2,0.6020599913279624
366.7,0.6020599913279624
367.2,0.6020599913279624
367.8,0.47712125471966244
368.3,0.47712125471966244
368.8,0.47712125471966244
369.4,0.47712125471966244
369.9,0.47712125471966244
370.4,0.6020599913279624
370.9,0.6989700043360187
371.5,0.6989700043360187
372.0,0.6989700043360187
372.5,0.6020599913279624
373.1,0.6020599913279624
373.6,0.47712125471966244
374.1,0.6020599913279624
374.7,0.6020599913279624
375.2,0.6020599913279624
375.7,0.6989700043360187
376.3,0.6989700043360187
376.8,0.6020599913279624
377.3,0.6020599913279624
377.9,0.47712125471966244
378.4,0.47712125471966244
378.9,0.6020599913279624
379.5,0.6989700043360187
380.0,0.6989700043360187
380.5,0.6989700043360187
381.0,0.6020599913279624
381.6,0.6020599913279624
382.1,0.6989700043360187
382.6,0.6020599913279624
383.2,0.6020599913279624
383.7,0.47712125471966244
384.2,0.6020599913279624
384.8,0.6020599913279624
385.3,0.6020599913279624
385.8,0.6020599913279624
386.4,0.6020599913279624
386.9,0.6020599913279624
387.4,0.6020599913279624
388.0,0.47712125471966244
388.5,0.47712125471966244
389.0,0.47712125471966244
389.5,0.47712125471966244
390.1,0.47712125471966244
390.6,0.6020599913279624
391.1,0.47712125471966244
391.7,0.6020599913279624
392.2,0.6020599913279624
392.7,0.6020599913279624
393.3,0.6020599913279624
393.8,0.6020599913279624
394.3,0.6989700043360187
394.9,0.6989700043360187
395.4,0.6020599913279624
395.9,0.6020599913279624
396.5,0.6020599913279624
397.0,0.6020599913279624
397.5,0.6020599913279624
398.1,0.6020599913279624
398.6,0.6020599913279624
399.1,0.6020599913279624
399.6,0.6020599913279624
400.2,0.6020599913279624
400.7,0.6020599913279624
401.2,0.6020599913279624
401.8,0.6020599913279624
402.3,0.6020599913279624
402.8,0.6020599913279624
403.4,0.6020599913279624
403.9,0.6020599913279624
404.4,0.6020599913279624
405.0,0.6020599913279624
405.5,0.6020599913279624
406.0,0.6020599913279624
406.6,0.6989700043360187
407.1,0.6020599913279624
407.6,0.6020599913279624
408.2,0.6989700043360187
408.7,0.6989700043360187
409.2,0.6989700043360187
409.7,0.6989700043360187
410.3,0.6989700043360187
410.8,0.7781512503836436
411.3,0.7781512503836436
411.9,0.7781512503836436
412.4,0.8450980400142568
412.9,0.8450980400142568
413.5,0.9030899869919435
414.0,0.9030899869919435
414.5,0.9030899869919435
415.1,0.9030899869919435
415.6,0.9030899869919435
416.1,0.9030899869919435
416.7,0.9030899869919435
417.2,0.9542425094393249
417.7,1.0
418.3,1.0
418.8,1.041392685158225
419.3,1.041392685158225
419.8,1.0791812460476249
420.4,1.1139433523068367
420.9,1.146128035678238
421.4,1.1760912590556813
422.0,1.1760912590556813
422.5,1.2041199826559248
423.0,1.2304489213782739
423.6,1.255272505103306
424.1,1.278753600952829
424.6,1.3010299956639813
425.2,1.3222192947339193
425.7,1.3424226808222062
426.2,1.3424226808222062
426.8,1.3617278360175928
427.3,1.3802112417116061
427.8,1.3979400086720375
428.4,1.414973347970818
428.9,1.4313637641589874
429.4,1.4313637641589874
429.9,1.4313637641589874
430.5,1.4471580313422192
431.0,1.4471580313422192
431.5,1.4471580313422192
432.1,1.4471580313422192
432.6,1.4471580313422192
433.1,1.4771212547196624
433.7,1.4913616938342726
434.2,1.5440680443502757
434.7,1.5797835966168101
435.3,1.5797835966168101
435.8,1.568201724066995
436.3,1.6127838567197355
436.9,1.6812412373755872
437.4,1.6720978579357175
437.9,1.6020599913279623
438.5,1.5563025007672873
439.0,1.6127838567197355
439.5,1.6989700043360187
440.0,1.7781512503836436
440.6,1.8573324964312685
441.1,1.863322860120456
441.6,1.9542425094393248
442.2,1.968482948553935
442.7,2.0569048513364727
443.2,2.060697840353612
443.8,2.1760912590556813
444.3,2.1398790864012365
444.8,2.1522883443830563
445.4,2.1583624920952498
445.9,2.167317334748176
446.4,2.1818435879447726
447.0,2.1986570869544226
447.5,2.2121876044039577
448.0,2.214843848047698
448.5,2.1986570869544226
449.1,2.2068258760318495
449.6,2.2041199826559246
450.1,2.2227164711475833
450.7,2.2013971243204513
451.2,1.8893017025063104
451.7,2.173186268412274
452.3,2.167317334748176
452.8,1.8543060418010806
453.3,1.8836614351536176
453.9,1.8027737252919758
454.4,2.0791812460476247
454.9,2.0492180226701815
455.5,2.0492180226701815
456.0,2.0681858617461617
456.5,2.0043213737826426
457.1,1.9867717342662448
457.6,1.6580113966571124
458.1,1.6532125137753437
458.6,1.6483600109809315
459.2,1.919078092376074
459.7,1.9294189257142926
460.2,1.6232492903979006
460.8,1.8920946026904804
461.3,1.8864907251724818
461.8,1.8692317197309762
462.4,1.845098040014257
462.9,1.8512583487190752
463.4,1.8260748027008264
464.0,1.806179973983887
464.5,1.7993405494535817
465.0,1.806179973983887
465.6,1.8260748027008264
466.1,1.8750612633917
466.6,1.845098040014257
467.2,1.8260748027008264
467.7,1.8260748027008264
468.2,1.8129133566428555
468.7,1.8195439355418686
469.3,1.8195439355418686
469.8,1.8195439355418686
470.3,1.806179973983887
470.9,1.7993405494535817
471.4,1.806179973983887
471.9,1.806179973983887
472.5,1.7993405494535817
473.0,1.7993405494535817
473.5,1.7993405494535817
474.1,1.792391689498254
474.6,1.8129133566428555
475.1,1.806179973983887
475.7,1.8129133566428555
476.2,1.8129133566428555
476.7,1.806179973983887
477.3,1.806179973983887
477.8,1.8129133566428555
478.3,1.806179973983887
478.8,1.785329835010767
479.4,1.806179973983887
479.9,1.806179973983887
480.4,1.806179973983887
481.0,1.792391689498254
481.5,1.792391689498254
482.0,1.7993405494535817
482.6,1.7993405494535817
483.1,1.7993405494535817
483.6,1.806179973983887
484.2,1.806179973983887
484.7,1.792391689498254
485.2,1.785329835010767
485.8,1.792391689498254
486.3,1.792391689498254
486.8,1.806179973983887
487.4,1.8195439355418686
487.9,1.792391689498254
488.4,1.792391689498254
488.9,1.785329835010767
489.5,1.792391689498254
490.0,1.806179973983887
490.5,1.8195439355418686
491.1,1.8325089127062364
491.6,1.8325089127062364
492.1,1.8260748027008264
492.7,1.8260748027008264
493.2,1.8388490907372552
493.7,1.8512583487190752
494.3,1.863322860120456
494.8,1.8692317197309762
495.3,1.8864907251724818
495.9,1.8976270912904414
496.4,1.9138138523837167
496.9,1.9395192526186185
497.5,1.6384892569546374
498.0,1.9493900066449128
498.5,1.9731278535996988
499.0,1.9822712330395684
499.6,1.6946051989335686
500.1,1.711807229041191
500.6,1.7283537820212285
501.2,1.7403626894942439
501.7,1.7481880270062005
502.2,1.7520484478194385
502.8,1.7596678446896306
503.3,2.0644579892269186
503.8,2.0755469613925306
504.4,2.0827853703164503
504.9,1.785329835010767
505.4,2.0969100130080562
506.0,2.100370545117563
506.5,2.1072099696478683
507.0,2.113943352306837
507.5,2.12057393120585
508.1,2.1271047983648077
508.6,2.130333768495006
509.1,2.1367205671564067
509.7,2.1398790864012365
510.2,2.14921911265538
510.7,2.155336037465062
511.3,2.161368002234975
511.8,2.161368002234975
512.3,2.161368002234975
512.9,2.164352855784437
513.4,2.167317334748176
513.9,2.1789769472931693
514.5,2.1818435879447726
515.0,2.187520720836463
515.5,2.1903316981702914
516.1,2.1903316981702914
516.6,2.1903316981702914
517.1,2.1958996524092336
517.6,2.2013971243204513
518.2,2.2068258760318495
518.7,2.2095150145426308
519.2,2.2068258760318495
519.8,2.214843848047698
520.3,2.2174839442139063
520.8,2.220108088040055
521.4,2.220108088040055
521.9,2.225309281725863
522.4,2.225309281725863
523.0,2.2278867046136734
523.5,2.2278867046136734
524.0,2.230448921378274
524.6,2.225309281725863
525.1,2.2278867046136734
525.6,2.230448921378274
526.2,2.232996110392154
526.7,2.232996110392154
527.2,2.2355284469075487
527.7,2.2430380486862944
528.3,2.2405492482826
528.8,2.2430380486862944
529.3,2.2430380486862944
529.9,2.2430380486862944
530.4,2.2430380486862944
530.9,2.2430380486862944
531.5,2.24551266781415
532.0,2.24551266781415
532.5,2.24551266781415
533.1,2.2430380486862944
533.6,2.2405492482826
534.1,2.2380461031287955
534.7,2.2380461031287955
535.2,2.2380461031287955
535.7,2.2355284469075487
536.3,2.232996110392154
536.8,2.230448921378274
537.3,2.2278867046136734
537.8,2.2278867046136734
538.4,2.225309281725863
538.9,2.2278867046136734
539.4,2.2278867046136734
540.0,2.2278867046136734
540.5,2.230448921378274
541.0,2.232996110392154
541.6,2.232996110392154
542.1,2.2355284469075487
542.6,2.2380461031287955
543.2,2.2380461031287955
543.7,2.2355284469075487
544.2,2.2355284469075487
544.8,2.2355284469075487
545.3,2.2380461031287955
545.8,2.2405492482826
546.4,2.2380461031287955
546.9,2.2380461031287955
547.4,2.2380461031287955
547.9,2.2405492482826
548.5,2.2405492482826
549.0,2.2430380486862944
549.5,2.2405492482826
550.1,2.2430380486862944
550.6,2.2355284469075487
551.1,2.2278867046136734
551.7,2.225309281725863
552.2,2.2227164711475833
552.7,2.2227164711475833
553.3,2.2227164711475833
553.8,2.225309281725863
554.3,2.2278867046136734
554.9,2.225309281725863
555.4,2.225309281725863
555.9,2.225309281725863
556.5,2.230448921378274
557.0,2.2405492482826
557.5,2.2405492482826
558.0,2.2380461031287955
558.6,2.2405492482826
559.1,2.2405492482826
559.6,2.2430380486862944
560.2,2.250420002308894
560.7,2.24551266781415
561.2,2.2430380486862944
561.8,2.2380461031287955
562.3,2.2380461031287955
562.8,2.230448921378274
563.4,2.225309281725863
563.9,2.225309281725863
564.4,2.225309281725863
565.0,2.2227164711475833
565.5,2.2174839442139063
566.0,2.214843848047698
566.5,2.2121876044039577
567.1,2.2121876044039577
567.6,2.214843848047698
568.1,2.220108088040055
568.7,2.220108088040055
569.2,2.2174839442139063
569.7,2.214843848047698
570.3,2.2121876044039577
570.8,2.2121876044039577
571.3,2.214843848047698
571.9,2.220108088040055
572.4,2.225309281725863
572.9,2.220108088040055
573.5,2.220108088040055
574.0,2.2227164711475833
574.5,2.2227164711475833
575.1,2.2227164711475833
575.6,2.2227164711475833
576.1,2.225309281725863
576.6,2.225309281725863
577.2,2.230448921378274
577.7,2.2227164711475833
578.2,2.2227164711475833
578.8,2.225309281725863
579.3,2.232996110392154
579.8,2.230448921378274
580.4,2.2380461031287955
580.9,2.2405492482826
581.4,2.232996110392154
582.0,2.232996110392154
582.5,2.225309281725863
583.0,2.214843848047698
583.6,2.2068258760318495
584.1,2.1986570869544226
584.6,2.184691430817599
585.2,2.167317334748176
585.7,2.161368002234975
586.2,2.155336037465062
586.7,2.14921911265538
587.3,2.143014800254095
587.8,2.1398790864012365
588.3,2.1367205671564067
588.9,2.143014800254095
589.4,2.161368002234975
589.9,2.146128035678238
590.5,2.1271047983648077
591.0,2.123851640967086
591.5,2.123851640967086
592.1,2.123851640967086
592.6,2.110589710299249
593.1,2.113943352306837
593.7,2.1172712956557644
594.2,2.113943352306837
594.7,2.113943352306837
595.3,1.8027737252919758
595.8,2.093421685162235
596.3,1.7888751157754166
596.8,1.792391689498254
597.4,1.7888751157754166
597.9,2.089905111439398
598.4,2.0791812460476247
599.0,2.0755469613925306
599.5,2.0644579892269186
600.0,2.060697840353612
600.6,2.0569048513364727
601.1,2.0453229787866576
601.6,1.7442929831226763
602.2,1.7283537820212285
602.7,1.7283537820212285
603.2,2.0293837776852097
603.8,1.7242758696007892
604.3,2.0492180226701815
604.8,2.0453229787866576
605.4,2.037426497940624
605.9,2.0453229787866576
606.4,2.0492180226701815
606.9,2.021189299069938
607.5,2.021189299069938
608.0,2.0170333392987803
608.5,2.0086001717619175
609.1,2.0043213737826426
609.6,1.99563519459755
610.1,2.0
610.7,1.99563519459755
611.2,1.99563519459755
611.7,1.99563519459755
612.3,1.99563519459755
612.8,1.99563519459755
613.3,2.0
613.9,2.0043213737826426
614.4,2.0170333392987803
614.9,2.0293837776852097
615.5,2.041392685158225
616.0,2.05307844348342
616.5,2.0863598306747484
617.0,2.103803720955957
617.6,2.103803720955957
618.1,2.1072099696478683
618.6,2.1271047983648077
619.2,2.1398790864012365
619.7,2.155336037465062
620.2,1.8543060418010806
620.8,1.8948696567452525
621.3,2.1903316981702914
621.8,2.1986570869544226
622.4,2.1903316981702914
622.9,1.9003671286564703
623.4,1.9003671286564703
624.0,1.9111576087399766
624.5,1.916453948549925
625.0,1.921686475483602
625.5,1.9294189257142926
626.1,2.2278867046136734
626.6,2.225309281725863
627.1,2.2121876044039577
627.7,1.8920946026904804
628.2,1.8864907251724818
628.7,2.167317334748176
629.3,2.167317334748176
629.8,2.1367205671564067
630.3,2.103803720955957
630.9,2.0569048513364727
631.4,2.0043213737826426
631.9,2.0043213737826426
632.5,1.9912260756924949
633.0,1.99563519459755
633.5,2.0
634.1,1.9912260756924949
634.6,1.9822712330395684
635.1,1.9731278535996988
635.6,1.9637878273455553
636.2,1.9542425094393248
636.7,1.968482948553935
637.2,1.6334684555795866
637.8,1.6283889300503116
638.3,1.9344984512435677
638.8,1.968482948553935
639.4,1.9030899869919435
639.9,1.5740312677277188
640.4,1.5440680443502757
641.0,1.5250448070368452
641.5,1.4913616938342726
642.0,1.2937307569224816
642.6,1.271066772286538
643.1,1.2304489213782739
643.6,1.3802112417116061
644.2,1.3324384599156054
644.7,1.255272505103306
645.2,1.2041199826559248
645.7,1.1613680022349748
646.3,1.146128035678238
646.8,1.130333768495006
647.3,1.0969100130080565
647.9,1.0606978403536116
648.4,1.3222192947339193
648.9,1.3010299956639813
649.5,1.278753600952829
650.0,1.255272505103306
650.5,1.255272505103306
651.1,1.2304489213782739
651.6,0.9030899869919435
652.1,0.9030899869919435
652.7,0.8750612633917001
653.2,0.8750612633917001
653.7,0.8450980400142568
654.3,0.8450980400142568
654.8,0.8129133566428556
655.3,0.7781512503836436
655.8,1.0791812460476249
656.4,1.0791812460476249
656.9,1.041392685158225
657.4,0.6989700043360187
658.0,0.6989700043360187
658.5,0.6989700043360187
659.0,1.0
659.6,1.0
660.1,1.0
660.6,0.6532125137753437
661.2,0.6532125137753437
661.7,0.6532125137753437
662.2,0.6532125137753437
662.8,0.6532125137753437
663.3,0.6532125137753437
663.8,0.6532125137753437
664.4,0.6532125137753437
664.9,0.9542425094393249
665.4,0.9542425094393249
665.9,0.9030899869919435
666.5,0.6020599913279624
667.0,0.6020599913279624
667.5,0.9030899869919435
668.1,0.9030899869919435
668.6,0.6020599913279624
669.1,0.9030899869919435
669.7,0.9030899869919435
670.2,0.6020599913279624
670.7,0.9542425094393249
671.3,0.6532125137753437
671.8,0.6989700043360187
672.3,0.6989700043360187
672.9,0.6532125137753437
673.4,0.6532125137753437
673.9,0.6532125137753437
674.5,0.6532125137753437
675.0,0.6989700043360187
675.5,0.6989700043360187
676.0,0.6989700043360187
676.6,0.6989700043360187
677.1,0.6532125137753437
677.6,0.5228787452803376
678.2,0.5228787452803376
678.7,0.6989700043360187
679.2,0.6989700043360187
679.8,0.6989700043360187
680.3,0.5228787452803376
680.8,0.7403626894942439
